Prolific ID,subjID,delay_sooner,amount_sooner,delay_later,amount_later,Resp=1 + Now,Resp=2 + Now,choice
5d8d12f6d88e3a00142c9751,109,0,15,158,30,FALSE,TRUE,0
5d8d12f6d88e3a00142c9751,109,0,31,129,35,TRUE,FALSE,0
5d8d12f6d88e3a00142c9751,109,0,13,27,35,TRUE,FALSE,0
5d8d12f6d88e3a00142c9751,109,0,17,9,25,FALSE,TRUE,0
5c71bdec87f8cd0001b458f5,111,0,11,5,25,FALSE,FALSE,1
5c71bdec87f8cd0001b458f5,111,0,11,11,30,FALSE,FALSE,1
5c71bdec87f8cd0001b458f5,111,0,12,38,30,FALSE,FALSE,1
5c71bdec87f8cd0001b458f5,111,0,12,76,35,FALSE,FALSE,1
5c71bdec87f8cd0001b458f5,111,0,16,113,25,TRUE,FALSE,0
5c71bdec87f8cd0001b458f5,111,0,16,70,25,TRUE,FALSE,0
5c71bdec87f8cd0001b458f5,111,0,18,67,30,FALSE,FALSE,1
5c71bdec87f8cd0001b458f5,111,0,19,20,25,FALSE,TRUE,0
5c71bdec87f8cd0001b458f5,111,0,21,171,30,FALSE,TRUE,0
5c71bdec87f8cd0001b458f5,111,0,25,4,35,FALSE,FALSE,1
5c71bdec87f8cd0001b458f5,111,0,30,3,35,FALSE,FALSE,1
5c71bdec87f8cd0001b458f5,111,0,32,59,35,TRUE,FALSE,0
5c71bdec87f8cd0001b458f5,111,0,30,42,35,TRUE,FALSE,0
5c71bdec87f8cd0001b458f5,111,0,15,158,30,FALSE,TRUE,0
5c71bdec87f8cd0001b458f5,111,0,31,129,35,TRUE,FALSE,0
5c71bdec87f8cd0001b458f5,111,0,13,27,35,FALSE,FALSE,1
5c71bdec87f8cd0001b458f5,111,0,17,9,25,FALSE,FALSE,1
5c27b2157e42a600015bf8ef,112,0,11,5,25,FALSE,FALSE,1
5c27b2157e42a600015bf8ef,112,0,11,11,30,FALSE,FALSE,1
5c27b2157e42a600015bf8ef,112,0,12,38,30,TRUE,FALSE,0
5c27b2157e42a600015bf8ef,112,0,12,76,35,FALSE,TRUE,0
5c27b2157e42a600015bf8ef,112,0,16,113,25,TRUE,FALSE,0
5c27b2157e42a600015bf8ef,112,0,16,70,25,TRUE,FALSE,0
5c27b2157e42a600015bf8ef,112,0,18,67,30,TRUE,FALSE,0
5c27b2157e42a600015bf8ef,112,0,19,20,25,FALSE,FALSE,1
5c27b2157e42a600015bf8ef,112,0,21,171,30,FALSE,TRUE,0
5c27b2157e42a600015bf8ef,112,0,25,4,35,FALSE,FALSE,1
5c27b2157e42a600015bf8ef,112,0,30,3,35,FALSE,FALSE,1
5c27b2157e42a600015bf8ef,112,0,32,59,35,TRUE,FALSE,0
5c27b2157e42a600015bf8ef,112,0,30,42,35,TRUE,FALSE,0
5c27b2157e42a600015bf8ef,112,0,15,158,30,FALSE,TRUE,0
5c27b2157e42a600015bf8ef,112,0,31,129,35,TRUE,FALSE,0
5c27b2157e42a600015bf8ef,112,0,13,27,35,TRUE,FALSE,0
5c27b2157e42a600015bf8ef,112,0,17,9,25,FALSE,FALSE,1
5d961525e4f8b40017833260,115,0,11,5,25,FALSE,FALSE,1
5d961525e4f8b40017833260,115,0,11,11,30,FALSE,TRUE,0
5d961525e4f8b40017833260,115,0,12,38,30,TRUE,FALSE,0
5d961525e4f8b40017833260,115,0,12,76,35,FALSE,TRUE,0
5d961525e4f8b40017833260,115,0,16,113,25,TRUE,FALSE,0
5d961525e4f8b40017833260,115,0,16,70,25,TRUE,FALSE,0
5d961525e4f8b40017833260,115,0,18,67,30,TRUE,FALSE,0
5d961525e4f8b40017833260,115,0,19,20,25,FALSE,TRUE,0
5d961525e4f8b40017833260,115,0,21,171,30,FALSE,TRUE,0
5d961525e4f8b40017833260,115,0,25,4,35,FALSE,TRUE,0
5d961525e4f8b40017833260,115,0,30,3,35,FALSE,TRUE,0
5d961525e4f8b40017833260,115,0,32,59,35,FALSE,FALSE,1
5d961525e4f8b40017833260,115,0,30,42,35,TRUE,FALSE,0
5d961525e4f8b40017833260,115,0,15,158,30,FALSE,TRUE,0
5d961525e4f8b40017833260,115,0,31,129,35,TRUE,FALSE,0
5d961525e4f8b40017833260,115,0,13,27,35,FALSE,FALSE,1
5d961525e4f8b40017833260,115,0,17,9,25,FALSE,TRUE,0
5a5c23afe0cf3d0001268781,116,0,11,5,25,FALSE,FALSE,1
5a5c23afe0cf3d0001268781,116,0,11,11,30,FALSE,FALSE,1
5a5c23afe0cf3d0001268781,116,0,12,38,30,FALSE,FALSE,1
5a5c23afe0cf3d0001268781,116,0,12,76,35,FALSE,TRUE,0
5a5c23afe0cf3d0001268781,116,0,16,113,25,TRUE,FALSE,0
5a5c23afe0cf3d0001268781,116,0,16,70,25,TRUE,FALSE,0
5a5c23afe0cf3d0001268781,116,0,18,67,30,TRUE,FALSE,0
5a5c23afe0cf3d0001268781,116,0,19,20,25,FALSE,FALSE,1
5a5c23afe0cf3d0001268781,116,0,21,171,30,FALSE,TRUE,0
5a5c23afe0cf3d0001268781,116,0,25,4,35,FALSE,FALSE,1
5a5c23afe0cf3d0001268781,116,0,30,3,35,FALSE,FALSE,1
5a5c23afe0cf3d0001268781,116,0,32,59,35,TRUE,FALSE,0
5a5c23afe0cf3d0001268781,116,0,30,42,35,TRUE,FALSE,0
5a5c23afe0cf3d0001268781,116,0,15,158,30,FALSE,TRUE,0
5a5c23afe0cf3d0001268781,116,0,31,129,35,TRUE,FALSE,0
5a5c23afe0cf3d0001268781,116,0,13,27,35,FALSE,FALSE,1
5a5c23afe0cf3d0001268781,116,0,17,9,25,FALSE,FALSE,1
5d864d6a4a57c90016be4809,117,0,11,5,25,FALSE,FALSE,1
5d864d6a4a57c90016be4809,117,0,11,11,30,FALSE,FALSE,1
5d864d6a4a57c90016be4809,117,0,12,38,30,FALSE,FALSE,1
5d864d6a4a57c90016be4809,117,0,12,76,35,FALSE,TRUE,0
5d864d6a4a57c90016be4809,117,0,16,113,25,TRUE,FALSE,0
5d864d6a4a57c90016be4809,117,0,16,70,25,TRUE,FALSE,0
5d864d6a4a57c90016be4809,117,0,18,67,30,TRUE,FALSE,0
5d864d6a4a57c90016be4809,117,0,19,20,25,FALSE,TRUE,0
5d864d6a4a57c90016be4809,117,0,21,171,30,FALSE,TRUE,0
5d864d6a4a57c90016be4809,117,0,25,4,35,FALSE,TRUE,0
5d864d6a4a57c90016be4809,117,0,30,3,35,FALSE,FALSE,1
5d864d6a4a57c90016be4809,117,0,32,59,35,TRUE,FALSE,0
5d864d6a4a57c90016be4809,117,0,30,42,35,TRUE,FALSE,0
5d864d6a4a57c90016be4809,117,0,15,158,30,FALSE,TRUE,0
5d864d6a4a57c90016be4809,117,0,31,129,35,TRUE,FALSE,0
5d864d6a4a57c90016be4809,117,0,13,27,35,FALSE,FALSE,1
5d864d6a4a57c90016be4809,117,0,17,9,25,FALSE,FALSE,1
56e076de907c12000be3ac99,118,0,11,5,25,FALSE,FALSE,1
56e076de907c12000be3ac99,118,0,11,11,30,FALSE,FALSE,1
56e076de907c12000be3ac99,118,0,12,38,30,TRUE,FALSE,0
56e076de907c12000be3ac99,118,0,12,76,35,FALSE,TRUE,0
56e076de907c12000be3ac99,118,0,16,113,25,TRUE,FALSE,0
56e076de907c12000be3ac99,118,0,16,70,25,TRUE,FALSE,0
56e076de907c12000be3ac99,118,0,18,67,30,TRUE,FALSE,0
56e076de907c12000be3ac99,118,0,19,20,25,FALSE,TRUE,0
56e076de907c12000be3ac99,118,0,21,171,30,FALSE,TRUE,0
56e076de907c12000be3ac99,118,0,25,4,35,FALSE,TRUE,0
56e076de907c12000be3ac99,118,0,30,3,35,FALSE,TRUE,0
56e076de907c12000be3ac99,118,0,32,59,35,TRUE,FALSE,0
56e076de907c12000be3ac99,118,0,30,42,35,TRUE,FALSE,0
56e076de907c12000be3ac99,118,0,15,158,30,FALSE,TRUE,0
56e076de907c12000be3ac99,118,0,31,129,35,TRUE,FALSE,0
56e076de907c12000be3ac99,118,0,13,27,35,TRUE,FALSE,0
56e076de907c12000be3ac99,118,0,17,9,25,FALSE,TRUE,0
5c6f459b398a230001bb0031,119,0,11,5,25,FALSE,FALSE,1
5c6f459b398a230001bb0031,119,0,11,11,30,FALSE,FALSE,1
5c6f459b398a230001bb0031,119,0,12,38,30,TRUE,FALSE,0
5c6f459b398a230001bb0031,119,0,12,76,35,FALSE,TRUE,0
5c6f459b398a230001bb0031,119,0,16,113,25,TRUE,FALSE,0
5c6f459b398a230001bb0031,119,0,16,70,25,TRUE,FALSE,0
5c6f459b398a230001bb0031,119,0,18,67,30,TRUE,FALSE,0
5c6f459b398a230001bb0031,119,0,19,20,25,FALSE,TRUE,0
5c6f459b398a230001bb0031,119,0,21,171,30,FALSE,TRUE,0
5c6f459b398a230001bb0031,119,0,25,4,35,FALSE,FALSE,1
5c6f459b398a230001bb0031,119,0,30,3,35,FALSE,FALSE,1
5c6f459b398a230001bb0031,119,0,32,59,35,TRUE,FALSE,0
5c6f459b398a230001bb0031,119,0,30,42,35,TRUE,FALSE,0
5c6f459b398a230001bb0031,119,0,15,158,30,FALSE,TRUE,0
5c6f459b398a230001bb0031,119,0,31,129,35,TRUE,FALSE,0
5c6f459b398a230001bb0031,119,0,13,27,35,TRUE,FALSE,0
5c6f459b398a230001bb0031,119,0,17,9,25,FALSE,TRUE,0
5d8a77b716a9bf0001d969aa,120,0,11,5,25,FALSE,FALSE,1
5d8a77b716a9bf0001d969aa,120,0,11,11,30,FALSE,FALSE,1
5d8a77b716a9bf0001d969aa,120,0,12,38,30,FALSE,FALSE,1
5d8a77b716a9bf0001d969aa,120,0,12,76,35,FALSE,FALSE,1
5d8a77b716a9bf0001d969aa,120,0,16,113,25,TRUE,FALSE,0
5d8a77b716a9bf0001d969aa,120,0,16,70,25,FALSE,FALSE,1
5d8a77b716a9bf0001d969aa,120,0,18,67,30,FALSE,FALSE,1
5d8a77b716a9bf0001d969aa,120,0,19,20,25,FALSE,FALSE,1
5d8a77b716a9bf0001d969aa,120,0,21,171,30,FALSE,TRUE,0
5d8a77b716a9bf0001d969aa,120,0,25,4,35,FALSE,FALSE,1
5d8a77b716a9bf0001d969aa,120,0,30,3,35,FALSE,FALSE,1
5d8a77b716a9bf0001d969aa,120,0,32,59,35,TRUE,FALSE,0
5d8a77b716a9bf0001d969aa,120,0,30,42,35,TRUE,FALSE,0
5d8a77b716a9bf0001d969aa,120,0,15,158,30,FALSE,FALSE,1
5d8a77b716a9bf0001d969aa,120,0,31,129,35,TRUE,FALSE,0
5d8a77b716a9bf0001d969aa,120,0,13,27,35,FALSE,FALSE,1
5d8a77b716a9bf0001d969aa,120,0,17,9,25,FALSE,FALSE,1
5befb6e27c387400016983bf,121,0,11,5,25,FALSE,FALSE,1
5befb6e27c387400016983bf,121,0,11,11,30,FALSE,FALSE,1
5befb6e27c387400016983bf,121,0,12,38,30,FALSE,FALSE,1
5befb6e27c387400016983bf,121,0,12,76,35,FALSE,FALSE,1
5befb6e27c387400016983bf,121,0,16,113,25,TRUE,FALSE,0
5befb6e27c387400016983bf,121,0,16,70,25,TRUE,FALSE,0
5befb6e27c387400016983bf,121,0,18,67,30,TRUE,FALSE,0
5befb6e27c387400016983bf,121,0,19,20,25,FALSE,TRUE,0
5befb6e27c387400016983bf,121,0,21,171,30,FALSE,TRUE,0
5befb6e27c387400016983bf,121,0,25,4,35,FALSE,FALSE,1
5befb6e27c387400016983bf,121,0,30,3,35,FALSE,FALSE,1
5befb6e27c387400016983bf,121,0,32,59,35,TRUE,FALSE,0
5befb6e27c387400016983bf,121,0,30,42,35,TRUE,FALSE,0
5befb6e27c387400016983bf,121,0,15,158,30,FALSE,TRUE,0
5befb6e27c387400016983bf,121,0,31,129,35,TRUE,FALSE,0
5befb6e27c387400016983bf,121,0,13,27,35,FALSE,FALSE,1
5befb6e27c387400016983bf,121,0,17,9,25,FALSE,FALSE,1
5c935d881754ba001b25697a,122,0,11,5,25,FALSE,FALSE,1
5c935d881754ba001b25697a,122,0,11,11,30,FALSE,FALSE,1
5c935d881754ba001b25697a,122,0,12,38,30,FALSE,FALSE,1
5c935d881754ba001b25697a,122,0,12,76,35,FALSE,FALSE,1
5c935d881754ba001b25697a,122,0,16,113,25,FALSE,FALSE,1
5c935d881754ba001b25697a,122,0,16,70,25,FALSE,FALSE,1
5c935d881754ba001b25697a,122,0,18,67,30,FALSE,FALSE,1
5c935d881754ba001b25697a,122,0,19,20,25,FALSE,FALSE,1
5c935d881754ba001b25697a,122,0,21,171,30,FALSE,TRUE,0
5c935d881754ba001b25697a,122,0,25,4,35,FALSE,FALSE,1
5c935d881754ba001b25697a,122,0,30,3,35,FALSE,FALSE,1
5c935d881754ba001b25697a,122,0,32,59,35,TRUE,FALSE,0
5c935d881754ba001b25697a,122,0,30,42,35,TRUE,FALSE,0
5c935d881754ba001b25697a,122,0,15,158,30,FALSE,TRUE,0
5c935d881754ba001b25697a,122,0,31,129,35,TRUE,FALSE,0
5c935d881754ba001b25697a,122,0,13,27,35,FALSE,FALSE,1
5c935d881754ba001b25697a,122,0,17,9,25,FALSE,FALSE,1
5ae2867208674000015fd204,123,0,11,5,25,FALSE,FALSE,1
5ae2867208674000015fd204,123,0,11,11,30,FALSE,TRUE,0
5ae2867208674000015fd204,123,0,12,38,30,TRUE,FALSE,0
5ae2867208674000015fd204,123,0,12,76,35,FALSE,TRUE,0
5ae2867208674000015fd204,123,0,16,113,25,TRUE,FALSE,0
5ae2867208674000015fd204,123,0,16,70,25,TRUE,FALSE,0
5ae2867208674000015fd204,123,0,18,67,30,TRUE,FALSE,0
5ae2867208674000015fd204,123,0,19,20,25,FALSE,TRUE,0
5ae2867208674000015fd204,123,0,21,171,30,FALSE,TRUE,0
5ae2867208674000015fd204,123,0,25,4,35,FALSE,FALSE,1
5ae2867208674000015fd204,123,0,30,3,35,FALSE,FALSE,1
5ae2867208674000015fd204,123,0,32,59,35,TRUE,FALSE,0
5ae2867208674000015fd204,123,0,30,42,35,TRUE,FALSE,0
5ae2867208674000015fd204,123,0,15,158,30,FALSE,TRUE,0
5ae2867208674000015fd204,123,0,31,129,35,TRUE,FALSE,0
5ae2867208674000015fd204,123,0,13,27,35,TRUE,FALSE,0
5ae2867208674000015fd204,123,0,17,9,25,FALSE,TRUE,0
5bf604c93a46830001a6d26b,124,0,11,5,25,FALSE,FALSE,1
5bf604c93a46830001a6d26b,124,0,11,11,30,FALSE,FALSE,1
5bf604c93a46830001a6d26b,124,0,12,38,30,FALSE,FALSE,1
5bf604c93a46830001a6d26b,124,0,12,76,35,FALSE,FALSE,1
5bf604c93a46830001a6d26b,124,0,16,113,25,FALSE,FALSE,1
5bf604c93a46830001a6d26b,124,0,16,70,25,FALSE,FALSE,1
5bf604c93a46830001a6d26b,124,0,18,67,30,FALSE,FALSE,1
5bf604c93a46830001a6d26b,124,0,19,20,25,FALSE,FALSE,1
5bf604c93a46830001a6d26b,124,0,21,171,30,FALSE,FALSE,1
5bf604c93a46830001a6d26b,124,0,25,4,35,FALSE,FALSE,1
5bf604c93a46830001a6d26b,124,0,30,3,35,FALSE,FALSE,1
5bf604c93a46830001a6d26b,124,0,32,59,35,TRUE,FALSE,0
5bf604c93a46830001a6d26b,124,0,30,42,35,FALSE,FALSE,1
5bf604c93a46830001a6d26b,124,0,15,158,30,FALSE,FALSE,1
5bf604c93a46830001a6d26b,124,0,31,129,35,TRUE,FALSE,0
5bf604c93a46830001a6d26b,124,0,13,27,35,FALSE,FALSE,1
5bf604c93a46830001a6d26b,124,0,17,9,25,FALSE,FALSE,1
5c5c4179ee8ba60001336bb1,125,0,11,5,25,FALSE,FALSE,1
5c5c4179ee8ba60001336bb1,125,0,11,11,30,FALSE,FALSE,1
5c5c4179ee8ba60001336bb1,125,0,12,38,30,FALSE,FALSE,1
5c5c4179ee8ba60001336bb1,125,0,12,76,35,FALSE,FALSE,1
5c5c4179ee8ba60001336bb1,125,0,16,113,25,FALSE,FALSE,1
5c5c4179ee8ba60001336bb1,125,0,16,70,25,FALSE,FALSE,1
5c5c4179ee8ba60001336bb1,125,0,18,67,30,FALSE,FALSE,1
5c5c4179ee8ba60001336bb1,125,0,19,20,25,FALSE,FALSE,1
5c5c4179ee8ba60001336bb1,125,0,21,171,30,FALSE,FALSE,1
5c5c4179ee8ba60001336bb1,125,0,25,4,35,FALSE,FALSE,1
5c5c4179ee8ba60001336bb1,125,0,30,3,35,FALSE,FALSE,1
5c5c4179ee8ba60001336bb1,125,0,32,59,35,FALSE,FALSE,1
5c5c4179ee8ba60001336bb1,125,0,30,42,35,FALSE,FALSE,1
5c5c4179ee8ba60001336bb1,125,0,15,158,30,FALSE,FALSE,1
5c5c4179ee8ba60001336bb1,125,0,31,129,35,FALSE,FALSE,1
5c5c4179ee8ba60001336bb1,125,0,13,27,35,FALSE,FALSE,1
5c5c4179ee8ba60001336bb1,125,0,17,9,25,FALSE,FALSE,1
5b15d20c444cef0001cb1153,126,0,11,5,25,FALSE,TRUE,0
5b15d20c444cef0001cb1153,126,0,11,11,30,FALSE,TRUE,0
5b15d20c444cef0001cb1153,126,0,12,38,30,TRUE,FALSE,0
5b15d20c444cef0001cb1153,126,0,12,76,35,FALSE,TRUE,0
5b15d20c444cef0001cb1153,126,0,16,113,25,TRUE,FALSE,0
