Prolific ID,subjID,delay_sooner,amount_sooner,delay_later,amount_later,Resp=1 + Now,Resp=2 + Now,choice
5d0d16d991270800010b7dd7,147,0,31,129,35,TRUE,FALSE,0
5d0d16d991270800010b7dd7,147,0,13,27,35,FALSE,FALSE,1
5d0d16d991270800010b7dd7,147,0,17,9,25,FALSE,TRUE,0
5d219d16072b440018aebe98,148,0,11,5,25,FALSE,FALSE,1
5d219d16072b440018aebe98,148,0,11,11,30,FALSE,FALSE,1
5d219d16072b440018aebe98,148,0,12,38,30,FALSE,FALSE,1
5d219d16072b440018aebe98,148,0,12,76,35,FALSE,FALSE,1
5d219d16072b440018aebe98,148,0,16,113,25,FALSE,FALSE,1
5d219d16072b440018aebe98,148,0,16,70,25,FALSE,FALSE,1
5d219d16072b440018aebe98,148,0,18,67,30,FALSE,FALSE,1
5d219d16072b440018aebe98,148,0,19,20,25,FALSE,FALSE,1
5d219d16072b440018aebe98,148,0,21,171,30,FALSE,FALSE,1
5d219d16072b440018aebe98,148,0,25,4,35,FALSE,FALSE,1
5d219d16072b440018aebe98,148,0,30,3,35,FALSE,FALSE,1
5d219d16072b440018aebe98,148,0,32,59,35,FALSE,FALSE,1
5d219d16072b440018aebe98,148,0,30,42,35,FALSE,FALSE,1
5d219d16072b440018aebe98,148,0,15,158,30,FALSE,FALSE,1
5d219d16072b440018aebe98,148,0,31,129,35,FALSE,FALSE,1
5d219d16072b440018aebe98,148,0,13,27,35,FALSE,FALSE,1
5d219d16072b440018aebe98,148,0,17,9,25,FALSE,FALSE,1
